Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather, Q10,,Wind Speed_km/h,Occurance,Q14,,Weather,Countif,Q15,,Wind Speed_km/h,Countif,,Visibility_km,Mean_VisibilityKM,,Press_kPa,,Rel Hum_%,
01-04-2012 11:00,-14.2,-21.1,56,13,24.1,101.41,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.41,,56,
01-04-2012 12:00,-13.7,-21.7,51,11,24.1,101.25,Snow,0,,,,0,,,,0,,,,,24.1,,,101.25,,51,
01-04-2012 13:00,-12.4,-20.1,53,11,24.1,101.07,Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.07,,53,
01-04-2012 14:00,-11.3,-19,53,7,19.3,100.97,Snow,0,,,,0,,,,0,,,,,19.3,,,100.97,,53,
01-04-2012 15:00,-10.2,-16.3,61,11,9.7,100.89,Snow,0,,,,0,,,,0,,,,,9.7,,,100.89,,61,
01-04-2012 16:00,-9.4,-15.5,61,13,19.3,100.79,Snow,0,,,,0,,,,0,,,,,19.3,,,100.79,,61,
01-04-2012 17:00,-8.9,-13.2,71,9,4.8,100.76,Snow,0,,,,0,,,,0,,,,,4.8,,,100.76,,71,
01-04-2012 18:00,-8.9,-12.6,75,11,9.7,100.69,Snow,0,,,,0,,,,0,,,,,9.7,,,100.69,,75,
01-04-2012 19:00,-8.4,-12.7,71,9,16.1,100.65,Snow,0,,,,0,,,,0,,,,,16.1,,,100.65,,71,
01-04-2012 20:00,-7.8,-12.1,71,9,16.1,100.61,Snow,0,,,,0,,,,0,,,,,16.1,,,100.61,,71,
01-04-2012 21:00,-7.6,-11.6,73,7,11.3,100.54,Snow,0,,,,0,,,,0,,,,,11.3,,,100.54,,73,
01-04-2012 22:00,-9.5,-12.7,77,6,9.7,100.5,Snow,0,,,,0,,,,0,,,,,9.7,,,100.5,,77,
01-04-2012 23:00,-9.6,-12.6,79,6,9.7,100.42,Snow,0,,,,0,,,,0,,,,,9.7,,,100.42,,79,
01-05-2012 00:00,-8.8,-11.7,79,4,9.7,100.32,Snow,0,,,,0,,,,0,,,,,9.7,,,100.32,,79,
01-05-2012 01:00,-7.5,-10.2,81,0,9.7,100.29,Snow,0,,,,0,,,,0,,,,,9.7,,,100.29,,81,
01-05-2012 02:00,-5.4,-8.3,80,9,8,100.28,Snow,0,,,,0,,,,0,,,,,8,,,100.28,,80,
01-05-2012 03:00,-5,-7.7,81,11,9.7,100.24,Snow,0,,,,0,,,,0,,,,,9.7,,,100.24,,81,
01-05-2012 04:00,-4.1,-6.5,83,9,4.8,100.21,Snow,0,,,,0,,,,0,,,,,4.8,,,100.21,,83,
01-05-2012 05:00,-7,-9.5,82,4,4,100.19,Snow,0,,,,0,,,,0,,,,,4,,,100.19,,82,
01-05-2012 06:00,-8.2,-10.7,82,6,6.4,100.26,Snow,0,,,,0,,,,0,,,,,6.4,,,100.26,,82,
01-05-2012 07:00,-7.1,-9.7,82,9,9.7,100.31,Snow,0,,,,0,,,,0,,,,,9.7,,,100.31,,82,
01-05-2012 08:00,-6.1,-9.1,79,11,9.7,100.39,Snow,0,,,,0,,,,0,,,,,9.7,,,100.39,,79,
01-05-2012 09:00,-6.6,-10.1,76,9,24.1,100.42,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.42,,76,
01-05-2012 10:00,-6,-10,73,17,48.3,100.45,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.45,,73,
01-05-2012 11:00,-5.6,-10.2,70,22,48.3,100.41,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.41,,70,
01-05-2012 12:00,-4.7,-9.6,69,20,48.3,100.38,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.38,,69,
01-05-2012 13:00,-4.4,-9.7,66,26,48.3,100.4,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.4,,66,
01-05-2012 14:00,-5.1,-10.7,65,22,48.3,100.46,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.46,,65,
01-05-2012 15:00,-4.3,-12,55,26,48.3,100.52,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.52,,55,
01-05-2012 16:00,-5,-12.7,55,19,24.1,100.6,Mainly Clear,0,,,,1,,,,0,,,,,24.1,,,100.6,,55,
01-05-2012 17:00,-6.7,-14.1,56,11,25,100.65,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.65,,56,
01-05-2012 18:00,-7.1,-14.4,56,11,25,100.71,Clear,0,,,,1,,,,0,,,,,25,,,100.71,,56,
01-05-2012 19:00,-9.2,-15.4,61,7,25,100.8,Clear,0,,,,1,,,,0,,,,,25,,,100.8,,61,
01-05-2012 20:00,-9.8,-15.7,62,9,25,100.83,Clear,0,,,,1,,,,0,,,,,25,,,100.83,,62,
01-05-2012 21:00,-9,-14.8,63,13,25,100.83,Clear,0,,,,1,,,,0,,,,,25,,,100.83,,63,
01-05-2012 22:00,-9.9,-15.7,63,7,25,100.85,Cloudy,0,,,,0,,,,0,,,,,25,,,100.85,,63,
01-05-2012 23:00,-9.4,-15.5,61,9,25,100.83,Cloudy,0,,,,0,,,,0,,,,,25,,,100.83,,61,
01-06-2012 00:00,-9.6,-16.8,56,13,25,100.81,Cloudy,0,,,,0,,,,0,,,,,25,,,100.81,,56,
01-06-2012 01:00,-10,-17.3,55,17,25,100.81,Cloudy,0,,,,0,,,,0,,,,,25,,,100.81,,55,
01-06-2012 02:00,-10.5,-16.5,61,9,25,100.84,Cloudy,0,,,,0,,,,0,,,,,25,,,100.84,,61,
01-06-2012 03:00,-10.6,-16,64,0,9.7,100.76,Snow,0,,,,0,,,,0,,,,,9.7,,,100.76,,64,
01-06-2012 04:00,-11.3,-16.1,68,15,3.2,100.7,Snow,0,,,,0,,,,0,,,,,3.2,,,100.7,,68,
01-06-2012 05:00,-11.8,-16,71,19,2.8,100.61,Snow,0,,,,0,,,,0,,,,,2.8,,,100.61,,71,
01-06-2012 06:00,-12,-16.2,71,22,4.8,100.58,Snow,0,,,,0,,,,0,,,,,4.8,,,100.58,,71,
01-06-2012 07:00,-14.4,-16.3,85,22,2.4,100.52,Snow,0,,,,0,,,,0,,,,,2.4,,,100.52,,85,
01-06-2012 08:00,-12.3,-16.2,73,24,11.3,100.51,Snow,0,,,,0,,,,0,,,,,11.3,,,100.51,,73,
01-06-2012 09:00,-12.5,-16.7,71,26,19.3,100.53,Snow,0,,,,0,,,,0,,,,,19.3,,,100.53,,71,
01-06-2012 10:00,-12.3,-16.3,72,28,16.1,100.47,Snow,0,,,,0,,,,0,,,,,16.1,,,100.47,,72,
01-06-2012 11:00,-12,-16,72,17,24.1,100.36,Snow,0,,,,0,,,,0,,,,,24.1,,,100.36,,72,
01-06-2012 12:00,-11.7,-15.4,74,28,19.3,100.23,Snow,0,,,,0,,,,0,,,,,19.3,,,100.23,,74,
01-06-2012 13:00,-11.9,-15.6,74,20,24.1,100.13,Snow,0,,,,0,,,,0,,,,,24.1,,,100.13,,74,
01-06-2012 14:00,-11.2,-14.8,75,19,19.3,100.07,Snow,0,,,,0,,,,0,,,,,19.3,,,100.07,,75,
01-06-2012 15:00,-11.5,-14.4,79,19,12.9,100.06,Snow,0,,,,0,,,,0,,,,,12.9,,,100.06,,79,
01-06-2012 16:00,-11.6,-14.7,78,19,19.3,100.1,Snow,0,,,,0,,,,0,,,,,19.3,,,100.1,,78,
01-06-2012 17:00,-11.2,-14.3,78,17,25,100.15,Snow,0,,,,0,,,,0,,,,,25,,,100.15,,78,
01-06-2012 18:00,-10.5,-13.6,78,17,19.3,100.12,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.12,,78,
01-06-2012 19:00,-10.5,-13.4,79,15,25,100.13,Cloudy,0,,,,0,,,,0,,,,,25,,,100.13,,79,
01-06-2012 20:00,-10.2,-13,80,11,25,100.15,Cloudy,0,,,,0,,,,0,,,,,25,,,100.15,,80,
01-06-2012 21:00,-9.5,-12.5,79,9,25,100.13,Cloudy,0,,,,0,,,,0,,,,,25,,,100.13,,79,
01-06-2012 22:00,-9.3,-12.2,79,11,19.3,100.16,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.16,,79,
01-06-2012 23:00,-9,-12,79,7,16.1,100.15,Cloudy,0,,,,0,,,,0,,,,,16.1,,,100.15,,79,
01-07-2012 00:00,-8.7,-11.7,79,6,16.1,100.13,Cloudy,0,,,,0,,,,0,,,,,16.1,,,100.13,,79,
01-07-2012 01:00,-8.5,-11.4,80,0,19.3,100.11,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.11,,80,
01-07-2012 02:00,-8.1,-11.1,79,4,19.3,100.15,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.15,,79,
01-07-2012 03:00,-7.8,-10.8,79,4,19.3,100.12,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.12,,79,
01-07-2012 04:00,-7.5,-10.5,79,6,19.3,100.1,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.1,,79,
01-07-2012 05:00,-6.9,-9.7,80,4,19.3,100.12,Cloudy,0,,,,0,,,,0,,,,,19.3,,,100.12,,80,
01-07-2012 06:00,-6.7,-9.5,80,7,16.1,100.12,Cloudy,0,,,,0,,,,0,,,,,16.1,,,100.12,,80,
01-07-2012 07:00,-7,-9.7,81,7,16.1,100.16,Cloudy,0,,,,0,,,,0,,,,,16.1,,,100.16,,81,
01-07-2012 08:00,-6.4,-9,82,9,8,100.1,"Freezing Drizzle,Fog",0,,,,0,,,,0,,,,,8,,,100.1,,82,
01-07-2012 09:00,-6.1,-8.7,82,7,9.7,100.15,"Freezing Rain,Fog",0,,,,0,,,,0,,,,,9.7,,,100.15,,82,
01-07-2012 10:00,-5.7,-8,84,7,8,100.13,Freezing Rain,0,,,,0,,,,0,,,,,8,,,100.13,,84,
01-07-2012 11:00,-5.4,-7.7,84,9,9.7,100.08,Freezing Drizzle,0,,,,0,,,,0,,,,,9.7,,,100.08,,84,
01-07-2012 12:00,-5.5,-7.8,84,13,9.7,100.05,Freezing Drizzle,0,,,,0,,,,0,,,,,9.7,,,100.05,,84,
01-07-2012 13:00,-4.8,-7.2,83,15,9.7,100.07,Freezing Rain,0,,,,0,,,,0,,,,,9.7,,,100.07,,83,
01-07-2012 14:00,-4.4,-6.9,83,6,8,100.09,Snow,0,,,,0,,,,0,,,,,8,,,100.09,,83,
01-07-2012 15:00,-3.7,-6.1,83,11,8,100.09,Snow,0,,,,0,,,,0,,,,,8,,,100.09,,83,
01-07-2012 16:00,-3.6,-5.9,84,0,8,100.15,Snow,0,,,,0,,,,0,,,,,8,,,100.15,,84,
01-07-2012 17:00,-3.1,-5.4,84,13,8,100.27,Snow,0,,,,0,,,,0,,,,,8,,,100.27,,84,
01-07-2012 18:00,-3.2,-5.3,85,6,9.7,100.33,Snow,0,,,,0,,,,0,,,,,9.7,,,100.33,,85,
01-07-2012 19:00,-3,-5,86,6,8,100.41,Snow,0,,,,0,,,,0,,,,,8,,,100.41,,86,
01-07-2012 20:00,-1.8,-3.7,87,4,9.7,100.48,Snow,0,,,,0,,,,0,,,,,9.7,,,100.48,,87,
01-07-2012 21:00,-1.3,-3.1,88,0,6.4,100.5,Snow,0,,,,0,,,,0,,,,,6.4,,,100.5,,88,
01-07-2012 22:00,-1.5,-3,89,4,4,100.54,Fog,0,,,,0,,,,0,,,,,4,,,100.54,,89,
01-07-2012 23:00,0.4,-1.5,87,22,9.7,100.62,Snow,0,,,,0,,,,0,,,,,9.7,,,100.62,,87,
01-08-2012 00:00,0.6,-3.2,76,32,25,100.72,Cloudy,1,,,,0,,,,0,,,,,25,,,100.72,,76,
01-08-2012 01:00,-0.6,-4.6,74,32,25,100.8,Mostly Cloudy,1,,,,0,,,,0,,,,,25,,,100.8,,74,
01-08-2012 02:00,-1.7,-6.2,71,30,25,100.98,Mostly Cloudy,1,,,,0,,,,0,,,,,25,,,100.98,,71,
01-08-2012 03:00,-3.5,-8.3,69,32,25,101.13,Mainly Clear,1,,,,0,,,,0,,,,,25,,,101.13,,69,
01-08-2012 04:00,-4.4,-9.2,69,22,25,101.21,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.21,,69,
01-08-2012 05:00,-5.9,-10.5,70,13,25,101.33,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.33,,70,
01-08-2012 06:00,-5.8,-10.8,68,13,25,101.47,Cloudy,0,,,,0,,,,0,,,,,25,,,101.47,,68,
01-08-2012 07:00,-5.6,-10.3,69,11,25,101.59,Cloudy,0,,,,0,,,,0,,,,,25,,,101.59,,69,
01-08-2012 08:00,-5.9,-10.7,69,11,24.1,101.7,Snow,0,,,,0,,,,0,,,,,24.1,,,101.7,,69,
01-08-2012 09:00,-6.4,-11.9,65,17,24.1,101.81,Snow,0,,,,0,,,,0,,,,,24.1,,,101.81,,65,
01-08-2012 10:00,-6.5,-11.6,67,17,9.7,101.89,Snow,0,,,,0,,,,0,,,,,9.7,,,101.89,,67,
01-08-2012 11:00,-7.1,-12.6,65,22,24.1,101.92,Snow,0,,,,0,,,,0,,,,,24.1,,,101.92,,65,
01-08-2012 12:00,-6.7,-11.9,66,15,24.1,101.9,Snow,0,,,,0,,,,0,,,,,24.1,,,101.9,,66,
01-08-2012 13:00,-6.5,-12.4,63,15,24.1,101.94,Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.94,,63,
01-08-2012 14:00,-6.5,-12,65,19,24.1,101.97,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.97,,65,
01-08-2012 15:00,-6.6,-12.9,61,20,48.3,102.04,Mostly Cloudy,0,,,,0,,,,1,,,,,48.3,,,102.04,,61,
01-08-2012 16:00,-6.6,-13.3,59,20,24.1,102.09,Mostly Cloudy,0,,,,1,,,,0,,,,,24.1,,,102.09,,59,
01-08-2012 17:00,-7.2,-13.8,59,17,25,102.17,Mainly Clear,0,,,,0,,,,0,,,,,25,,,102.17,,59,
01-08-2012 18:00,-8.1,-14.1,62,17,25,102.23,Mainly Clear,0,,,,0,,,,0,,,,,25,,,102.23,,62,
01-08-2012 19:00,-8,-13.9,62,15,25,102.26,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.26,,62,
01-08-2012 20:00,-8.3,-13.7,65,15,25,102.28,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.28,,65,
01-08-2012 21:00,-8.3,-13.9,64,11,25,102.26,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.26,,64,
01-08-2012 22:00,-8.7,-14,65,7,25,102.22,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.22,,65,
01-08-2012 23:00,-9,-13.9,68,7,25,102.22,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.22,,68,
01-09-2012 00:00,-9.2,-14.3,66,6,25,102.17,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.17,,66,
01-09-2012 01:00,-9.8,-14.5,68,0,25,102.13,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.13,,68,
01-09-2012 02:00,-9,-14.1,66,4,25,102.15,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,102.15,,66,
01-09-2012 03:00,-8.8,-13.2,70,0,25,102.11,Cloudy,0,,,,0,,,,0,,,,,25,,,102.11,,70,
01-09-2012 04:00,-8.5,-13.2,69,9,25,102.02,Cloudy,0,,,,0,,,,0,,,,,25,,,102.02,,69,
01-09-2012 05:00,-8.4,-12.7,71,11,25,101.93,Cloudy,0,,,,0,,,,0,,,,,25,,,101.93,,71,
01-09-2012 06:00,-7.7,-11.9,72,11,25,101.86,Cloudy,0,,,,0,,,,0,,,,,25,,,101.86,,72,
01-09-2012 07:00,-6.8,-11,72,15,25,101.8,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.8,,72,
01-09-2012 08:00,-5.9,-10.5,70,13,16.1,101.74,Snow,0,,,,0,,,,0,,,,,16.1,,,101.74,,70,
01-09-2012 09:00,-5.4,-9.2,75,11,12.9,101.68,Snow,0,,,,0,,,,0,,,,,12.9,,,101.68,,75,
